#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
1773000      7.59e-02    7.97e-02      1.62e-03    4.64e-04      6.38e-02    7.49e-02    1.1e-07
1774000      7.53e-02    3.99e-02      8.96e-04    6.08e-04      6.88e-02    3.76e-02    1.1e-07
1775000      7.84e-02    7.61e-02      7.48e-04    8.99e-04      7.19e-02    6.93e-02    1.1e-07
1776000      7.18e-02    3.44e-02      6.40e-04    4.12e-04      6.63e-02    3.25e-02    1.1e-07
1777000      7.33e-02    3.52e-02      8.48e-04    8.61e-04      6.66e-02    3.29e-02    1.1e-07
1778000      7.44e-02    7.67e-02      5.39e-04    8.36e-05      6.93e-02    7.28e-02    1.1e-07
1779000      7.45e-02    1.33e-01      9.88e-04    4.51e-03      6.73e-02    1.20e-01    1.1e-07
1780000      7.98e-02    3.01e-02      9.06e-04    1.10e-03      7.10e-02    2.82e-02    1.1e-07
1781000      7.57e-02    4.19e-02      1.06e-03    6.41e-04      6.74e-02    3.95e-02    1.1e-07
1782000      7.04e-02    3.36e-02      7.63e-04    1.23e-03      6.48e-02    3.16e-02    1.1e-07
1783000      7.99e-02    4.52e-02      1.60e-03    2.27e-03      6.85e-02    4.21e-02    1.1e-07
1784000      7.18e-02    8.43e-02      8.70e-04    2.00e-03      6.64e-02    6.66e-02    1.1e-07
1785000      7.33e-02    3.45e-02      1.10e-03    8.16e-04      6.48e-02    3.26e-02    1.1e-07
1786000      7.55e-02    7.68e-02      1.13e-03    8.95e-04      6.78e-02    7.07e-02    1.1e-07
1787000      7.68e-02    7.90e-02      8.61e-04    8.36e-04      6.97e-02    7.32e-02    1.0e-07
1788000      7.65e-02    7.40e-02      1.02e-03    1.38e-04      6.93e-02    7.03e-02    1.0e-07
1789000      6.87e-02    5.71e-02      9.48e-04    9.81e-04      6.34e-02    5.37e-02    1.0e-07
1790000      7.22e-02    7.41e-02      1.37e-03    5.92e-04      6.49e-02    6.93e-02    1.0e-07
1791000      7.64e-02    1.87e-01      1.53e-03    7.29e-03      6.92e-02    6.99e-02    1.0e-07
1792000      7.80e-02    7.33e-02      1.51e-03    1.10e-04      6.77e-02    6.98e-02    1.0e-07
1793000      8.66e-02    8.66e-02      3.64e-03    5.90e-04      6.23e-02    8.16e-02    1.0e-07
1794000      7.87e-02    5.06e-02      1.55e-03    3.57e-04      6.74e-02    4.82e-02    1.0e-07
1795000      8.03e-02    4.07e-02      1.71e-03    1.52e-03      6.82e-02    3.84e-02    1.0e-07
1796000      7.96e-02    3.84e-02      1.59e-03    7.11e-06      6.81e-02    3.66e-02    1.0e-07
1797000      8.08e-02    4.47e-02      1.90e-03    5.45e-04      6.58e-02    4.25e-02    9.9e-08
1798000      8.06e-02    4.89e-02      1.61e-03    8.79e-05      6.82e-02    4.66e-02    9.9e-08
1799000      8.39e-02    3.03e-02      2.31e-03    3.61e-04      6.72e-02    2.88e-02    9.8e-08
1800000      9.06e-02    2.16e-01      2.94e-03    2.20e-02      6.78e-02    4.78e-02    9.8e-08
1801000      8.33e-02    3.81e-02      2.23e-03    2.47e-03      6.65e-02    3.51e-02    9.7e-08
1802000      9.44e-02    7.56e-02      3.19e-03    1.00e-04      7.02e-02    7.21e-02    9.7e-08
1803000      9.76e-02    7.52e-02      4.27e-03    3.32e-03      6.59e-02    6.51e-02    9.6e-08
1804000      8.41e-02    4.79e-02      1.78e-03    2.02e-03      7.07e-02    4.38e-02    9.6e-08
1805000      8.70e-02    3.74e-02      2.48e-03    1.00e-03      6.31e-02    3.56e-02    9.5e-08
1806000      8.95e-02    5.67e-02      2.64e-03    2.93e-03      6.98e-02    5.30e-02    9.5e-08
1807000      8.99e-02    4.91e-02      2.58e-03    2.78e-03      6.84e-02    4.32e-02    9.4e-08
1808000      8.35e-02    5.81e-02      1.86e-03    2.18e-03      6.78e-02    5.36e-02    9.4e-08
1809000      9.51e-02    7.42e-02      3.90e-03    2.38e-04      6.52e-02    7.07e-02    9.3e-08
1810000      8.36e-02    3.37e-02      1.72e-03    8.14e-04      7.08e-02    3.20e-02    9.3e-08
1811000      1.06e-01    2.30e-01      5.53e-03    2.33e-02      6.74e-02    5.57e-02    9.3e-08
1812000      8.48e-02    7.03e-02      2.33e-03    5.12e-04      6.80e-02    6.63e-02    9.2e-08
1813000      1.03e-01    3.00e-01      4.63e-03    3.04e-02      6.87e-02    7.16e-02    9.2e-08
1814000      1.04e-01    6.68e-02      4.59e-03    3.33e-04      6.89e-02    6.35e-02    9.1e-08
1815000      1.09e-01    2.85e-01      4.69e-03    2.91e-02      6.95e-02    6.01e-02    9.1e-08
1816000      8.32e-02    4.33e-02      2.37e-03    8.10e-04      6.58e-02    4.12e-02    9.0e-08
1817000      7.13e-02    1.16e-01      1.80e-03    3.20e-03      5.90e-02    1.07e-01    9.0e-08
1818000      8.89e-02    3.53e-02      2.64e-03    1.04e-03      6.92e-02    3.36e-02    8.9e-08
1819000      9.90e-02    5.90e-02      3.49e-03    2.46e-03      6.93e-02    5.41e-02    8.9e-08
1820000      8.45e-02    4.24e-02      1.76e-03    5.98e-04      7.03e-02    4.05e-02    8.8e-08
1821000      1.22e-01    8.50e-02      8.17e-03    1.92e-03      6.16e-02    6.91e-02    8.8e-08
1822000      8.07e-02    8.18e-02      1.91e-03    1.70e-03      6.42e-02    6.83e-02    8.7e-08
1823000      8.67e-02    5.06e-02      2.17e-03    7.90e-05      6.86e-02    4.85e-02    8.7e-08
1824000      8.23e-02    2.12e-01      1.90e-03    2.14e-02      6.71e-02    5.44e-02    8.7e-08
1825000      8.68e-02    2.12e-01      2.45e-03    2.13e-02      6.86e-02    5.82e-02    8.6e-08
1826000      8.98e-02    6.72e-02      2.29e-03    2.62e-03      7.15e-02    6.22e-02    8.6e-08
1827000      8.75e-02    3.31e-02      2.35e-03    5.77e-04      7.10e-02    3.17e-02    8.5e-08
1828000      8.72e-02    4.79e-02      2.73e-03    5.29e-04      6.64e-02    4.59e-02    8.5e-08
1829000      7.82e-02    8.11e-02      1.46e-03    1.81e-03      6.81e-02    6.62e-02    8.4e-08
1830000      7.87e-02    4.04e-02      2.41e-03    4.92e-04      6.44e-02    3.87e-02    8.4e-08
1831000      7.91e-02    4.47e-02      1.35e-03    8.58e-04      6.96e-02    4.28e-02    8.4e-08
1832000      8.39e-02    1.05e-01      2.14e-03    3.58e-03      6.53e-02    6.90e-02    8.3e-08
1833000      7.82e-02    7.79e-02      1.35e-03    1.50e-03      6.97e-02    6.67e-02    8.3e-08
1834000      8.74e-02    7.02e-02      2.99e-03    7.96e-04      6.71e-02    6.50e-02    8.2e-08
1835000      7.22e-02    8.60e-02      1.29e-03    1.65e-03      6.42e-02    7.37e-02    8.2e-08
1836000      7.36e-02    6.92e-02      1.97e-03    3.92e-04      6.32e-02    6.59e-02    8.1e-08
1837000      7.63e-02    6.33e-02      8.33e-04    3.20e-03      6.98e-02    5.33e-02    8.1e-08
1838000      7.37e-02    6.06e-02      1.08e-03    6.75e-04      6.66e-02    5.81e-02    8.1e-08
1839000      8.27e-02    9.62e-02      2.38e-03    4.63e-03      6.97e-02    8.22e-02    8.0e-08
1840000      8.24e-02    4.53e-02      2.26e-03    1.05e-03      6.86e-02    4.30e-02    8.0e-08
1841000      7.55e-02    5.32e-02      1.59e-03    1.39e-03      6.40e-02    5.09e-02    7.9e-08
1842000      8.57e-02    4.57e-02      2.35e-03    1.71e-04      6.94e-02    4.40e-02    7.9e-08
1843000      8.99e-02    7.72e-02      4.67e-03    1.79e-03      6.27e-02    6.23e-02    7.9e-08
1844000      7.54e-02    3.85e-02      1.35e-03    1.11e-03      6.82e-02    3.68e-02    7.8e-08
1845000      8.05e-02    5.49e-02      1.92e-03    4.22e-04      6.70e-02    5.28e-02    7.8e-08
1846000      8.78e-02    4.15e-02      2.41e-03    4.59e-04      6.57e-02    3.99e-02    7.7e-08
1847000      7.84e-02    7.21e-02      1.54e-03    3.33e-03      6.73e-02    6.23e-02    7.7e-08
1848000      8.44e-02    7.33e-02      2.15e-03    5.79e-04      6.67e-02    6.94e-02    7.7e-08
1849000      7.79e-02    7.50e-02      1.19e-03    8.01e-04      6.87e-02    7.00e-02    7.6e-08
1850000      8.30e-02    4.78e-02      1.59e-03    8.27e-04      7.27e-02    4.58e-02    7.6e-08
1851000      6.98e-02    3.37e-02      8.06e-04    1.40e-03      6.45e-02    3.20e-02    7.5e-08
1852000      8.38e-02    6.99e-02      1.91e-03    3.15e-04      7.10e-02    6.71e-02    7.5e-08
1853000      8.09e-02    7.21e-02      2.32e-03    3.48e-04      6.67e-02    6.91e-02    7.5e-08
1854000      8.07e-02    7.30e-02      1.47e-03    1.12e-03      7.18e-02    6.57e-02    7.4e-08
1855000      8.35e-02    7.09e-02      1.71e-03    3.45e-04      7.23e-02    6.80e-02    7.4e-08
1856000      7.21e-02    6.65e-02      8.88e-04    2.46e-03      6.63e-02    6.01e-02    7.3e-08
1857000      8.05e-02    5.83e-02      1.45e-03    1.21e-03      7.07e-02    5.51e-02    7.3e-08
1858000      7.96e-02    7.79e-02      1.52e-03    6.49e-04      6.96e-02    7.37e-02    7.3e-08
1859000      8.51e-02    6.73e-02      2.23e-03    1.12e-04      6.86e-02    6.49e-02    7.2e-08
1860000      7.54e-02    7.74e-02      1.09e-03    7.56e-04      6.80e-02    7.28e-02    7.2e-08
1861000      7.51e-02    6.17e-02      1.41e-03    1.68e-03      6.53e-02    5.75e-02    7.2e-08
1862000      7.23e-02    7.63e-02      1.12e-03    9.82e-04      6.51e-02    7.02e-02    7.1e-08
1863000      7.84e-02    7.14e-02      1.84e-03    3.48e-04      6.46e-02    6.86e-02    7.1e-08
1864000      7.49e-02    6.93e-02      1.35e-03    2.64e-04      6.60e-02    6.67e-02    7.1e-08
1865000      8.41e-02    6.87e-02      2.18e-03    8.10e-04      6.92e-02    6.60e-02    7.0e-08
1866000      7.49e-02    7.12e-02      8.05e-04    3.26e-04      6.97e-02    6.85e-02    7.0e-08
1867000      7.06e-02    6.93e-02      1.12e-03    1.98e-04      6.44e-02    6.68e-02    6.9e-08
1868000      7.91e-02    6.83e-02      1.98e-03    6.60e-05      6.52e-02    6.61e-02    6.9e-08
1869000      7.33e-02    7.09e-02      1.77e-03    7.06e-04      6.37e-02    6.67e-02    6.9e-08
1870000      7.75e-02    6.02e-02      1.17e-03    7.31e-04      6.99e-02    5.78e-02    6.8e-08
1871000      7.39e-02    4.11e-02      1.63e-03    6.43e-04      6.40e-02    3.95e-02    6.8e-08
1872000      7.36e-02    4.45e-02      1.33e-03    1.30e-03      6.59e-02    4.28e-02    6.8e-08
1873000      7.30e-02    5.40e-02      8.68e-04    1.12e-04      6.76e-02    5.23e-02    6.7e-08
1874000      7.03e-02    3.54e-02      1.14e-03    3.64e-04      6.21e-02    3.42e-02    6.7e-08
1875000      7.22e-02    4.39e-02      1.01e-03    9.42e-04      6.61e-02    4.21e-02    6.7e-08
1876000      7.54e-02    6.79e-02      8.28e-04    1.49e-04      6.90e-02    6.56e-02    6.6e-08
1877000      7.48e-02    3.57e-02      8.92e-04    8.13e-04      6.90e-02    3.41e-02    6.6e-08
1878000      8.11e-02    2.95e-02      1.63e-03    7.41e-04      6.93e-02    2.84e-02    6.6e-08
1879000      7.71e-02    4.16e-02      1.57e-03    1.30e-03      6.69e-02    3.93e-02    6.5e-08
1880000      7.86e-02    6.30e-02      1.02e-03    1.90e-03      7.03e-02    5.85e-02    6.5e-08
1881000      8.03e-02    5.55e-02      1.45e-03    9.78e-04      6.96e-02    5.34e-02    6.5e-08
1882000      7.82e-02    3.53e-02      1.74e-03    2.49e-03      6.81e-02    3.29e-02    6.4e-08
1883000      7.42e-02    7.20e-02      1.32e-03    9.35e-04      6.64e-02    6.64e-02    6.4e-08
1884000      8.02e-02    7.08e-02      1.94e-03    2.94e-04      6.94e-02    6.83e-02    6.4e-08
1885000      8.16e-02    5.66e-02      1.73e-03    4.84e-04      7.03e-02    5.48e-02    6.3e-08
1886000      6.90e-02    7.79e-02      1.09e-03    1.01e-03      6.33e-02    7.20e-02    6.3e-08
1887000      7.69e-02    5.63e-02      2.27e-03    1.08e-03      6.48e-02    5.41e-02    6.3e-08
1888000      7.62e-02    5.47e-02      1.40e-03    1.19e-03      6.73e-02    5.19e-02    6.2e-08
1889000      7.86e-02    3.82e-02      1.62e-03    2.40e-04      6.88e-02    3.70e-02    6.2e-08
1890000      7.86e-02    5.45e-02      2.05e-03    2.08e-03      6.78e-02    4.93e-02    6.2e-08
1891000      7.68e-02    7.23e-02      1.61e-03    5.97e-04      6.79e-02    6.88e-02    6.1e-08
1892000      7.39e-02    7.37e-02      1.54e-03    2.50e-03      6.47e-02    6.77e-02    6.1e-08
1893000      7.53e-02    8.19e-02      1.23e-03    2.00e-03      6.67e-02    6.50e-02    6.1e-08
1894000      7.77e-02    4.86e-02      1.61e-03    1.55e-03      6.94e-02    4.68e-02    6.0e-08
1895000      7.70e-02    4.01e-02      1.81e-03    4.64e-04      6.56e-02    3.88e-02    6.0e-08
1896000      7.54e-02    5.38e-02      8.19e-04    2.02e-04      6.96e-02    5.22e-02    6.0e-08
1897000      7.74e-02    3.58e-02      2.39e-03    1.35e-03      6.67e-02    3.36e-02    6.0e-08
1898000      6.61e-02    7.28e-02      1.25e-03    2.98e-04      6.04e-02    7.05e-02    5.9e-08
1899000      7.07e-02    6.68e-02      7.60e-04    1.56e-04      6.69e-02    6.48e-02    5.9e-08
1900000      6.85e-02    7.48e-02      1.49e-03    4.81e-04      6.22e-02    7.19e-02    5.9e-08
1901000      7.93e-02    7.31e-02      1.43e-03    5.15e-04      6.93e-02    7.02e-02    5.8e-08
1902000      7.98e-02    2.70e-01      1.50e-03    2.72e-02      7.18e-02    7.74e-02    5.8e-08
1903000      7.06e-02    3.07e-02      1.60e-03    1.31e-03      6.19e-02    2.94e-02    5.8e-08
1904000      8.46e-02    7.31e-02      2.02e-03    7.11e-04      6.84e-02    6.92e-02    5.7e-08
1905000      7.04e-02    7.18e-02      8.87e-04    4.32e-04      6.57e-02    6.92e-02    5.7e-08
1906000      7.87e-02    6.63e-02      1.41e-03    2.63e-03      7.09e-02    5.97e-02    5.7e-08
1907000      7.39e-02    8.79e-02      1.58e-03    2.71e-03      6.43e-02    6.40e-02    5.7e-08
1908000      7.14e-02    8.15e-02      6.95e-04    1.54e-03      6.79e-02    7.24e-02    5.6e-08
1909000      8.49e-02    3.57e-02      3.11e-03    5.86e-04      6.86e-02    3.46e-02    5.6e-08
1910000      8.03e-02    5.59e-02      1.36e-03    9.02e-04      6.99e-02    5.43e-02    5.6e-08
1911000      8.22e-02    7.94e-02      1.93e-03    1.68e-03      6.68e-02    6.70e-02    5.5e-08
1912000      7.81e-02    5.66e-02      1.40e-03    1.36e-03      6.92e-02    5.43e-02    5.5e-08
1913000      7.43e-02    5.07e-02      7.79e-04    1.74e-03      6.94e-02    4.67e-02    5.5e-08
1914000      8.09e-02    3.59e-02      1.77e-03    1.03e-04      6.72e-02    3.50e-02    5.5e-08
1915000      6.75e-02    7.20e-02      1.14e-03    9.06e-04      6.26e-02    6.70e-02    5.4e-08
1916000      7.15e-02    7.06e-02      1.09e-03    5.50e-04      6.39e-02    6.76e-02    5.4e-08
1917000      7.64e-02    3.98e-02      1.78e-03    9.28e-04      6.47e-02    3.83e-02    5.4e-08
1918000      7.87e-02    6.01e-02      1.43e-03    4.51e-04      6.95e-02    5.84e-02    5.3e-08
1919000      7.55e-02    7.14e-02      1.34e-03    3.32e-04      6.63e-02    6.92e-02    5.3e-08
1920000      7.84e-02    4.19e-02      1.58e-03    1.25e-05      6.88e-02    4.08e-02    5.3e-08
1921000      7.48e-02    4.60e-02      1.51e-03    6.96e-04      6.60e-02    4.48e-02    5.3e-08
1922000      7.53e-02    4.60e-02      7.96e-04    1.14e-03      7.09e-02    4.41e-02    5.2e-08
1923000      7.34e-02    7.33e-02      8.79e-04    7.77e-04      6.79e-02    6.92e-02    5.2e-08
1924000      7.83e-02    5.02e-02      1.89e-03    1.96e-03      6.69e-02    4.84e-02    5.2e-08
1925000      7.73e-02    3.70e-02      1.32e-03    7.33e-04      6.81e-02    3.60e-02    5.2e-08
1926000      7.86e-02    4.91e-02      1.18e-03    1.50e-03      7.07e-02    4.58e-02    5.1e-08
1927000      8.10e-02    2.86e-02      1.79e-03    1.95e-04      6.80e-02    2.79e-02    5.1e-08
1928000      7.52e-02    5.76e-02      1.30e-03    9.80e-04      6.86e-02    5.54e-02    5.1e-08
1929000      7.07e-02    3.08e-02      7.79e-04    3.44e-04      6.68e-02    3.00e-02    5.1e-08
1930000      7.67e-02    4.00e-02      1.51e-03    2.26e-04      6.52e-02    3.90e-02    5.0e-08
1931000      6.91e-02    3.47e-02      1.32e-03    2.04e-03      6.16e-02    3.29e-02    5.0e-08
1932000      8.39e-02    6.70e-02      2.03e-03    7.46e-04      6.71e-02    6.31e-02    5.0e-08
1933000      7.53e-02    4.58e-02      1.56e-03    1.64e-03      6.71e-02    4.42e-02    4.9e-08
1934000      6.82e-02    5.67e-02      6.67e-04    1.47e-03      6.56e-02    5.51e-02    4.9e-08
1935000      7.31e-02    6.70e-02      7.27e-04    6.11e-05      6.85e-02    6.54e-02    4.9e-08
1936000      7.88e-02    6.57e-02      1.04e-03    1.78e-03      7.27e-02    6.38e-02    4.9e-08
1937000      7.49e-02    7.81e-02      8.71e-04    1.14e-03      7.01e-02    7.24e-02    4.8e-08
1938000      8.13e-02    6.95e-02      1.65e-03    5.89e-04      7.33e-02    6.65e-02    4.8e-08
1939000      7.78e-02    3.08e-02      1.67e-03    8.10e-04      6.76e-02    2.99e-02    4.8e-08
1940000      7.62e-02    5.19e-02      1.79e-03    6.53e-04      6.55e-02    5.05e-02    4.8e-08
1941000      6.59e-02    2.84e-02      6.21e-04    1.23e-03      6.35e-02    2.74e-02    4.8e-08
1942000      7.79e-02    7.46e-02      1.79e-03    9.01e-04      6.63e-02    6.99e-02    4.7e-08
1943000      7.44e-02    3.64e-02      1.21e-03    8.98e-04      6.64e-02    3.54e-02    4.7e-08
1944000      7.82e-02    6.81e-02      1.26e-03    8.01e-05      6.99e-02    6.65e-02    4.7e-08
1945000      7.84e-02    3.44e-02      1.14e-03    1.96e-04      7.14e-02    3.36e-02    4.7e-08
1946000      7.31e-02    5.61e-02      6.78e-04    1.64e-03      6.97e-02    5.45e-02    4.6e-08
1947000      7.50e-02    3.69e-02      1.60e-03    1.23e-04      6.45e-02    3.61e-02    4.6e-08
1948000      7.08e-02    5.94e-02      9.67e-04    4.04e-04      6.53e-02    5.79e-02    4.6e-08
1949000      7.22e-02    4.79e-02      1.27e-03    8.01e-04      6.49e-02    4.66e-02    4.6e-08
1950000      7.34e-02    5.09e-02      7.10e-04    1.03e-03      6.97e-02    4.93e-02    4.5e-08
1951000      7.14e-02    3.81e-02      1.09e-03    1.98e-04      6.62e-02    3.73e-02    4.5e-08
1952000      7.46e-02    5.98e-02      8.87e-04    5.45e-04      6.95e-02    5.71e-02    4.5e-08
1953000      8.44e-02    7.33e-02      2.65e-03    4.83e-04      6.73e-02    7.09e-02    4.5e-08
1954000      6.94e-02    4.01e-02      1.03e-03    1.13e-04      6.22e-02    3.92e-02    4.4e-08
1955000      7.20e-02    7.62e-02      9.69e-04    6.37e-04      6.77e-02    7.31e-02    4.4e-08
1956000      6.84e-02    7.01e-02      6.16e-04    1.47e-04      6.53e-02    6.85e-02    4.4e-08
1957000      6.50e-02    8.48e-02      6.77e-04    4.64e-03      6.19e-02    7.09e-02    4.4e-08
1958000      7.32e-02    6.79e-02      1.31e-03    2.98e-04      6.63e-02    6.61e-02    4.4e-08
1959000      7.00e-02    7.69e-02      1.02e-03    1.34e-03      6.46e-02    6.86e-02    4.3e-08
1960000      7.45e-02    7.93e-02      9.40e-04    1.63e-03      7.01e-02    6.80e-02    4.3e-08
1961000      7.43e-02    9.18e-02      9.17e-04    4.40e-05      6.93e-02    8.99e-02    4.3e-08
1962000      7.52e-02    4.39e-02      1.10e-03    3.84e-04      7.04e-02    4.30e-02    4.3e-08
1963000      7.53e-02    4.22e-02      1.13e-03    1.21e-04      6.63e-02    4.13e-02    4.2e-08
1964000      7.39e-02    6.74e-02      1.22e-03    2.89e-04      6.78e-02    6.57e-02    4.2e-08
1965000      7.91e-02    3.12e-02      1.25e-03    9.70e-04      7.03e-02    3.03e-02    4.2e-08
1966000      7.01e-02    3.89e-02      1.19e-03    8.07e-04      6.29e-02    3.80e-02    4.2e-08
1967000      7.32e-02    4.41e-02      7.63e-04    6.53e-04      6.88e-02    4.30e-02    4.2e-08
1968000      8.10e-02    8.39e-02      7.89e-04    1.99e-03      7.82e-02    6.82e-02    4.1e-08
1969000      6.88e-02    2.67e-02      9.97e-04    8.81e-04      6.39e-02    2.60e-02    4.1e-08
1970000      7.24e-02    6.90e-02      9.72e-04    2.85e-04      6.61e-02    6.73e-02    4.1e-08
1971000      6.91e-02    7.20e-02      1.18e-03    6.97e-04      6.41e-02    6.88e-02    4.1e-08
1972000      8.21e-02    7.56e-02      1.66e-03    8.75e-04      6.91e-02    7.13e-02    4.1e-08
1973000      7.11e-02    7.55e-02      9.42e-04    1.06e-03      6.63e-02    6.98e-02    4.0e-08
1974000      8.11e-02    7.37e-02      2.04e-03    1.02e-03      6.72e-02    6.83e-02    4.0e-08
